,Article Title,Article Link,Fake
3301,Beyonce calls for criminal charges against three cops involved in Breonna Taylor's shooting death in open letter to Kentucky Attorney General,https://www.dailymail.co.uk/ushome/index.html/news/article-8420155/Beyonce-calls-criminal-charges-against-three-cops-involved-Breonna-Taylors-shooting-death.html,0
3302,Police apologize to black pastor who was arrested after he called cops because he was being beaten and abused by white family,https://www.dailymail.co.uk/ushome/index.html/news/article-8420801/Black-pastor-called-cops-beaten-white-family-arrested-pulling-gun.html,0
3303,Horrifying moment a woman's limbs are cut out of a crocodile's stomach shortly after it ate her while she was fishing in Indonesia,https://www.dailymail.co.uk/ushome/index.html/news/article-8421421/Horrifying-moment-womans-limbs-cut-crocodiles-stomach.html,0
3304,Never mess with a mama bear! Montana driver has a lucky escape after grizzly charges car when he slows down to look at one of her cubs ,https://www.dailymail.co.uk/ushome/index.html/news/article-8422665/Montana-driver-lucky-escape-grizzly-charges-car-slows-look-cubs.html,0
3305,"Two Florida women, ages 25 and 41, are arrested after police found drowned six-month-old baby boy in a plastic storage container",https://www.dailymail.co.uk/ushome/index.html/news/article-8422313/Two-Florida-women-arrested-police-drowned-six-month-old-baby-boy-plastic-container.html,0
3306,"First fast radio burst to be discovered in the Milky Way is traced back to a magnetar 32,616 light-years away",https://www.dailymail.co.uk/ushome/index.html/sciencetech/article-8421693/First-fast-radio-burst-discovered-Milky-Way-traced-magnetar-32-616-light-years-away.html,0
3307,"Plane window cracks at 30,000 feet after drunk woman who was 'dumped by her boyfriend' tried to smash it open mid-flight",https://www.dailymail.co.uk/ushome/index.html/news/article-8421373/Plane-window-cracks-MID-AIR-drunk-woman-29-tries-smash-open-flight.html,0
3308,German politician dies after being struck by lightning when he nipped for a wee during a barbecue with friends ,https://www.dailymail.co.uk/ushome/index.html/news/article-8422553/German-politician-dies-struck-lightning.html,0
3309,"Forget fad diets! Any form of healthy eating can lower risk of heart disease by a fifth, study shows",https://www.dailymail.co.uk/ushome/index.html/sciencetech/article-8422475/Any-form-healthy-eating-lower-risk-heart-disease-study-says.html,0
3310,"Outer Banks actress Madison Bailey, 21, comes out as pansexual and reveals she has girlfriend - as co-stars Chase Stokes and Madelyn Cline confirm they are in a relationship",https://www.dailymail.co.uk/ushome/index.html/femail/article-8415059/Outer-Banks-star-Madison-Bailey-reveals-pansexual-girlfriend.html,0
3311,Researchers in the Arctic Ocean map undersea methane pockets distributed across a 250-million-year-old 'fault zone' that could accelerate ice sheet withdrawal with future ruptures,https://www.dailymail.co.uk/ushome/index.html/sciencetech/article-8423039/Researchers-Arctic-Ocean-map-undersea-methane-pockets-250-million-year-old-fault-zone.html,0
3312,I've sun-spotted the space station! Amateur astronomer captures stunning shot of the International Space Station passing in front of the Sun from his UK garden ,https://www.dailymail.co.uk/ushome/index.html/news/article-8423537/Amateur-astronomer-takes-photo-International-Space-Station-Sun-Southend.html,0
3313,"Former Miss Columbia, 32, whose leg had to be amputated following surgery complications reveals she 'loves her body just as much as before'",https://www.dailymail.co.uk/ushome/index.html/femail/article-8421729/Former-Miss-Columbia-32-shares-pictures-surrounded-family.html,0
3314,Move over Dr Pimple Popper! Stomach-churning footage shows Harley Street medic removing a purple cyst full of 'Camembert-like goo' that's been growing on a man's scalp for FIVE years,https://www.dailymail.co.uk/ushome/index.html/femail/article-8421491/Stomach-churning-footage-shows-doctor-remove-PURPLE-cyst-Camembert-like-goo-mans-scalp.html,0
3315,Mudmen v Skeletons: Forty rival tribes battle to outdo each other's terrifying appearance at Papua New Guinea festival,https://www.dailymail.co.uk/ushome/index.html/news/article-8421911/Forty-rival-tribes-battle-outdo-terrifying-appearance-Papua-New-Guinea-festival.html,0
3316,South Africa's 'dark and shameful week' after lifting lockdown: String of women are murdered including one who was eight months pregnant and another whose body was dumped under a tree as domestic violence surges with alcohol back on sale ,https://www.dailymail.co.uk/ushome/index.html/news/article-8421627/South-Africas-dark-shameful-week-lifting-lockdown.html,0
3317,"'Iron Lady' marathon runner, 33, who suffered heat stroke and dehydration dies after rescuers took 11 hours to find her during 'hellish' 42-mile race in Ukraine ",https://www.dailymail.co.uk/ushome/index.html/news/article-8421719/Iron-Lady-marathon-runner-33-dies-rescuers-took-11-hours-42-mile-race.html,0
3318,"Green lights, red planet: Glow similar to the Aurora Borealis is detected around Mars for the first time ",https://www.dailymail.co.uk/ushome/index.html/sciencetech/article-8422613/Green-glow-similar-Aurora-Borealis-detected-Mars-time.html,0
3319,Why an apple a day could keep multiple sclerosis away: Compound that gives the fruit's skin its sheen could help reverse devastating damage caused by the disease ,https://www.dailymail.co.uk/ushome/index.html/news/article-8420469/Chemical-apple-peel-help-reverse-devastating-damage-caused-multiple-sclerosis.html,0
3320,Mother who was left 'overweight and depressed' after battling an addiction to alcohol and crack cocaine reveals how she finally found happiness by getting fit and losing 50lbs ,https://www.dailymail.co.uk/ushome/index.html/femail/article-8421367/Mother-loses-four-stone-trading-alcohol-protein-shakes-feels-better-ever.html,0
3321,"Chinese billionaire, 77, is rescued from kidnappers armed with explosives after his son escapes and swims across a river to alert police",https://www.dailymail.co.uk/ushome/index.html/news/article-8422315/Chinese-billionaire-rescued-armed-kidnappers-son-escapes-swims-river.html,0
3322,Grizzly bear super-mom gives birth to her 17th cub as adorable pictures show her parading her four newest arrivals in Yellowstone ,https://www.dailymail.co.uk/ushome/index.html/news/article-8422005/Grizzly-bear-super-mom-gives-birth-17th-cub.html,0
3323,Phantom fitness freak! Spooky moment police find 'haunted' outdoor gym equipment moving by itself in the middle of night ,https://www.dailymail.co.uk/ushome/index.html/news/article-8422405/Spooky-moment-police-haunted-outdoor-gym-equipment-moving-middle-night.html,0
3324,Norway will delete all data through its now-suspended coronavirus track and trace app after the data watchdog found it was too invasive,https://www.dailymail.co.uk/ushome/index.html/news/article-8422551/Norway-delete-data-suspended-coronavirus-track-trace-app.html,0
3325,Shocking moment Chinese woman repeatedly spits on lift buttons amid fears of a fresh COVID-19 outbreak ,https://www.dailymail.co.uk/ushome/index.html/news/article-8422099/Shocking-moment-Chinese-woman-repeatedly-spits-sputum-lift-buttons-amid-fears-fresh-outbreak.html,0
3326,Influencer is blasted for getting her friend to film her squatting in a skimpy swimsuit just metres away from a solemn religious ceremony on a beach in Bali ,https://www.dailymail.co.uk/ushome/index.html/news/article-8420429/Social-influencer-slammed-exercising-near-religious-ceremony-Bali-beach.html,0
3327,Women are more likely than men to lie to their bosses when working from home - particularly over email - research shows ,https://www.dailymail.co.uk/ushome/index.html/sciencetech/article-8421679/Women-likely-men-lie-bosses-working-home.html,0
3328,Store surveillance camera records moment man is gunned down by two masked assassins in Mexico,https://www.dailymail.co.uk/ushome/index.html/news/article-8422975/Store-surveillance-camera-records-moment-man-gunned-two-masked-assassins-Mexico.html,0
3329,Boy playing computer game has a lucky escape when huge bucket of water smashes through the roof inches from his chair ,https://www.dailymail.co.uk/ushome/index.html/news/article-8421433/Boy-lucky-escape-huge-bucket-water-smashes-roof-inches-chair.html,0
3330,"Hummingbirds can identify at least eight colours that are invisible to humans because their eyes are able to detect ultraviolet light, study reveals",https://www.dailymail.co.uk/ushome/index.html/sciencetech/article-8422581/Hummingbirds-identify-eight-colours-invisible-humans.html,0
3331,"'Hovering' mountains, a mist-shrouded Manhattan Bridge and fighting stallions: The jaw-dropping images that have wowed the judges in an annual photography contest",https://www.dailymail.co.uk/ushome/index.html/travel/escape/article-8421641/The-jaw-dropping-images-wowed-judges-annual-Moscow-International-Foto-Awards.html,0
3332,She's at it again! Comedian Celeste Barber delights fans with her latest batch of parody snaps playfully mocking stars including Kylie Jenner and Rita Ora,https://www.dailymail.co.uk/ushome/index.html/femail/article-8414785/Comedian-Celeste-Barber-shares-hilarious-snaps-efforts-parody-celebritys-sexy-snaps.html,0
3333,Pete Davidson's new release The King of Staten Island is pulled from 100 theaters after being mistakenly released by Universal execs ,https://www.dailymail.co.uk/ushome/index.html/news/article-8423665/Pete-Davidsons-King-Staten-Island-pulled-theaters-mistakenly-released.html,0
3334,Changing faces! Social media user reveals what the royals might look like as the opposite sex - and fans say Prince William makes an 'attractive' woman,https://www.dailymail.co.uk/ushome/index.html/femail/article-8422339/Edited-photos-imagine-royals-look-like-opposite-sex.html,0
3335,Don't int-erupt! Daredevil friends dodge lava bombs while crossing an active volcano on a tightrope to set a world record,https://www.dailymail.co.uk/ushome/index.html/news/article-8421477/Daredevils-dodge-lava-bombs-crossing-active-volcano-tightrope-set-world-record.html,0
3336,Journalist critical of Philippines' Duterte is sentenced to six years in jail after fixing a spelling mistake allowed her to be tried for libel over an article accusing a businessman of links to a murder,https://www.dailymail.co.uk/ushome/index.html/news/article-8421269/Journalist-critical-Philippines-Duterte-sentenced-six-years-jail.html,0
3337,"The Way West: Stunning collection of photographs chronicle the youth, horses and county fairs of the Plains states from Idaho to Wyoming",https://www.dailymail.co.uk/ushome/index.html/news/article-8422977/The-Way-West-New-book-images-chronicle-Plains-states-Idaho-Wyoming.html,0
3338,Good enough to eat! Makeup artist creates incredible food illusions on her face and body - including McDonald's fries for hands and peeled bananas for legs,https://www.dailymail.co.uk/ushome/index.html/femail/article-8421343/Make-artist-creates-incredible-food-illusions-face-body.html,0
3339,Princess Sofia of Sweden shares unseen behind-the-scenes wedding photos to mark her fifth anniversary with Prince Carl Philip - including a sweet selfie with her dad ,https://www.dailymail.co.uk/ushome/index.html/femail/article-8421475/Princess-Sofia-Sweden-celebrates-fifth-wedding-anniversary-Prince-Carl-Philip.html,0
3340,Cat burglar! Astonishing moment fluffy moggy wriggles through tiny gap under a door,https://www.dailymail.co.uk/ushome/index.html/news/article-8421459/Cat-burglar-Astonishing-moment-fluffy-moggy-wriggles-tiny-gap-door.html,0
3341,Hippopota-MUD! Scores of hippos cram into a tiny waterhole to cool off,https://www.dailymail.co.uk/ushome/index.html/news/article-8421249/Hippopota-MUD-Scores-hippos-cram-tiny-waterhole-cool-off.html,0
3342,"'Do I want to deal with this dude right now?' Police officer first to arrive at the Atlanta Wendy's where intoxicated Rayshard Brooks was found came close to letting the incident slide, bodycam footage shows",https://www.dailymail.co.uk/ushome/index.html/news/article-8423709/Cop-came-close-letting-Rayshard-Brooks-incident-go.html,0
3343,San Francisco Karen's boyfriend is FIRED by investment bank for accusing Filipino resident of vandalism because he was painting a Black Lives Matter slogan on his own property,https://www.dailymail.co.uk/ushome/index.html/news/article-8423607/Investment-bank-fires-white-man-filmed-San-Francisco-Karen.html,0
3344,Trump will unveil police reform plan on Tuesday that WILL say there is 'systemic racism' and will meet black families who have suffered at hands of cops ,https://www.dailymail.co.uk/ushome/index.html/news/article-8423783/Donald-Trump-unveil-police-reform-plan-Tuesday-say-systemic-racism.html,0
3345,John Bolton will break his silence on Donald Trump in primetime special interview on blockbuster book as the White House moves to block it days before publication ,https://www.dailymail.co.uk/ushome/index.html/news/article-8423141/Bolton-break-silence-Trump-primetime-special-White-House-seeks-block-book.html,0
3346,"Boy, 14, is sentenced to six months in juvenile detention for handing knife to older teen who 'stabbed Tessa Majors to death'",https://www.dailymail.co.uk/ushome/index.html/news/article-8424035/Tessa-Majors-suspect-13-sentenced-6-months-juvenile-detention.html,0
3347,"Tyler Perry to pay for Rayshard Brooks' funeral after he was shot twice in back by Atlanta police, family lawyer announces: 'It's a step forward'",https://www.dailymail.co.uk/ushome/index.html/tvshowbiz/article-8423805/Tyler-Perry-pay-Rayshard-Brooks-funeral-shot-twice-Atlanta-police.html,0
3348,"Las Vegas police officer, 29, who was shot in the head during George Floyd protests is paralyzed from neck down, on a ventilator and cannot speak",https://www.dailymail.co.uk/ushome/index.html/news/article-8423465/Las-Vegas-cop-shot-head-protests-paralyzed-neck-down.html,0
3349,Supreme Court rules gay and lesbian people ARE protected from being fired for their sexuality by civil rights laws,https://www.dailymail.co.uk/ushome/index.html/news/article-8422623/Justices-rule-gay-workers-protected-job-discrimination.html,0
3350,Supreme Court deals blow to Donald Trump by leaving California's sanctuary state law in place and refusing to review federal appeals court ruling that non-cooperation with ICE is legal,https://www.dailymail.co.uk/ushome/index.html/news/article-8422649/Supreme-Court-leaves-Californias-sanctuary-state-law-place.html,0
3351,Donald Trump's supporters WILL be given masks for his comeback rally in Tulsa as he claims he is being 'COVID shamed' by 'the left' for holding it,https://www.dailymail.co.uk/ushome/index.html/news/article-8422085/Tulsas-public-health-chief-tells-Trump-cancel-planned-comeback-rally-city.html,0
3352,"Fears of a second lockdown grow as coronavirus infections surge in 17 mostly southern states, bringing record number of new cases and hospitalizations",https://www.dailymail.co.uk/ushome/index.html/news/article-8423547/States-COVID-19-rise.html,0
3353,Ohio State football players are asked to sign COVID-19 liability waiver - but the school curiously describes it as a 'pledge' rather than a legal document,https://www.dailymail.co.uk/ushome/index.html/news/article-8419813/Report-Ohio-State-players-sign-coronavirus-waiver.html,0
3354,Study of coronavirus patients treated with an antibody drug used for cancer patients found some went from needing oxygen to being discharged from the hospital in FIVE DAYS ,https://www.dailymail.co.uk/ushome/index.html/health/article-8422493/Antibody-drug-shows-promise-treating-severe-COVID-19-patients.html,0
3355,Terrifying doorbell camera video captures wild shootout between gangs of heavily-armed men in suburban neighborhood in Washington DC,https://www.dailymail.co.uk/ushome/index.html/news/article-8421975/Terrifying-doorbell-camera-video-captures-wild-shootout-gangs-heavily-armed-men-DC.html,0
3356,Pilot's body is found after US Air Force F-15C fighter jet crashed in the North Sea 74 miles off the Yorkshire coast ,https://www.dailymail.co.uk/ushome/index.html/news/article-8421797/US-Air-Force-F-15-warplane-crashes-North-Sea-Middlesbrough.html,0
3357,"Boogaloo-linked Texas bodybuilder who 'tried to stir up ""guerrilla warfare"" against the National Guard, hunt Antifa and kill looters at Black Lives Matter protests' is charged with running a steroid trafficking ring",https://www.dailymail.co.uk/ushome/index.html/news/article-8423035/Texas-bodybuilder-tried-wage-warfare-National-Guard-charged-steroid-trafficking.html,0
3358,Liza Minnelli DENIES reports that she has struck up a friendship with Prince Harry and Meghan Markle in Los Angeles - insisting that she has 'never met' the couple ,https://www.dailymail.co.uk/ushome/index.html/femail/article-8423089/Liza-Minnelli-DENIES-reports-struck-friendship-Prince-Harry-Meghan-Markle.html,0
3359,"Givenchy names Kanye West's friend Matthew Williams as its new creative director, two months after Meghan Markle's wedding dress designer Clare Waight Keller quit the role - so will he get the duchess's seal of approval?",https://www.dailymail.co.uk/ushome/index.html/femail/article-8423149/Givenchy-names-Kanye-Wests-friend-Matthew-Williams-new-creative-director.html,0
3360,"BLM protester, 19, who tweeted nine days ago that she'd been sexually assaulted by 'fake man of God' is found murdered - along with a 75-year-old woman - in Florida, as police arrest man, 49 ",https://www.dailymail.co.uk/ushome/index.html/news/article-8422251/Protester-19-missing-nine-days-tweeted-sexually-assaulted-vanished.html,0
3361,One in 70 BLM protesters in Minnesota test positive for COVID-19: Early testing of George Floyd demonstrators shows 1.4% positivity rate so far - sparking fears of a spike,https://www.dailymail.co.uk/ushome/index.html/news/article-8422123/Minnesotas-COVID-19-cases-declining-despite-George-Floyd-protests.html,0
3362,President and five board members of the National Book Critics Circle resign amid racism row after Ugandan-American writer leaks letter slamming 'absolute nonsense' BLM statement ,https://www.dailymail.co.uk/ushome/index.html/news/article-8420597/Book-Critics-Circle-officials-resign-citing-privacy-breach.html,0
3363,Tennessee 'Karen' is caught on camera denying black resident entrance to swimming pool as housing complex puts her on disciplinary leave,https://www.dailymail.co.uk/ushome/index.html/news/article-8422165/Tennessee-Karen-caught-camera-denying-black-resident-entrance-swimming-pool.html,0
3364,Rayshard Brooks' distraught relatives sob as his lawyers beg for the cop who shot him to be charged and ask 'what else does America need to see?',https://www.dailymail.co.uk/ushome/index.html/news/article-8423229/Rayshard-Brooks-distraught-relatives-cop-killed-charged.html,0
3365,NASCAR Truck Series' Ray Ciccarelli says family was 'attacked and abused' on social media after he quit over Confederate flag ban,https://www.dailymail.co.uk/ushome/index.html/news/article-8422087/NASCAR-Truck-Series-driver-says-family-attacked-Confederate-flag-comments.html,0
3366,Pentagon surplus program to 'militarize' the police comes under fire after cops arm themselves with tanks and assault rifles during protests in the wake of George Floyd's death ,https://www.dailymail.co.uk/ushome/index.html/news/article-8421859/Pentagon-program-militarize-police-fire-cops-heavily-arm-themselves.html,0
3367,Woman who posed with a 'Brides Lives Matter' sign at her wedding is branded 'tone deaf and ignorant',https://www.dailymail.co.uk/ushome/index.html/femail/article-8421689/Woman-slammed-tone-deaf-posing-Brides-Lives-Matter-sign-wedding.html,0
3368,'This is the type of racism that black people deal with every day': The View host Sunny Hostin says she was 'hurt' by claims that suspended ABC News executive Barbara Fedida called her 'low rent' ,https://www.dailymail.co.uk/ushome/index.html/news/article-8423647/The-View-host-Sunny-Hostin-hurt-ABC-News-executives-comments-low-rent.html,0
3369,Grizzlies star Ja Morant asks Kentucky judge to remove Confederate statue from his college town because 'we can't change the culture of racism until we stop the celebration of racism',https://www.dailymail.co.uk/ushome/index.html/news/article-8423631/Grizzlies-star-Ja-Morant-asks-Kentucky-judge-remove-Confederate-statue-college-town.html,0
3370,University of Texas athletes push to change school song that began in black-face minstrel shows as ex-Longhorns football player Sam Acho reveals 'black players hated singing' it,https://www.dailymail.co.uk/ushome/index.html/news/article-8422935/Texas-athletes-push-change-school-song-began-black-face-minstrel-shows.html,0
3371,Boston's mayor considers removing Emancipation Memorial showing Abraham Lincoln standing over a freed slave after thousands sign petition demanding it be dismantled,https://www.dailymail.co.uk/ushome/index.html/news/article-8423713/Bostons-mayor-considers-removing-statue-showing-Abraham-Lincoln-standing-freed-slave.html,0
3372,Sons of Anarchy star Ron Perlman slams 'dips**t' Florida Republican Matt Gaetz who mocks actor's 'wokeness' during furious Twitter exchange over US soccer team kneeling row,https://www.dailymail.co.uk/ushome/index.html/news/article-8422453/Sons-Anarchy-star-Ron-Perlman-slams-dips-t-Florida-Republican-Matt-Gaetz.html,0
3373,Moment conwoman is kicked off Delta flight in Florida she boarded without any pass or ID by 'blending into groups of families' and pretending to be with passenger in wheelchair,https://www.dailymail.co.uk/ushome/index.html/news/article-8422441/Report-details-woman-without-ticket-boarded-Delta-flight.html,0
3374,Quibi feud revealed: Meg Whitman sent 'dictatorial' founder Jeffrey Katzenberg a list of complaints about about how he was a 'micro manager' and 'wasn't letting her be a true CEO' when she threatened to quit soon after joining the streaming service ,https://www.dailymail.co.uk/ushome/index.html/news/article-8423111/Feud-grows-Quibi-CEO-Meg-Whitman-dictatorial-founder-Jeffrey-Katzenberg.html,0
3375,NBA Star Kevin Durant buys 5% stake in MLS club Philadelphia Union in a hope to tackle social and racial injustices in the community,https://www.dailymail.co.uk/ushome/index.html/sport/football/article-8423383/NBA-Star-Kevin-Durant-buys-five-cent-stake-MLS-club-Philadelphia-Union.html,0
3376,Ilhan Omar's father is in a coma suffering from COVID-19 as he and the congresswoman haven't spoken in MONTHS over 'demeaning' pictures of her new campaign aide husband touching her rear ,https://www.dailymail.co.uk/ushome/index.html/news/article-8423757/Ilhan-Omars-father-coma-suffering-COVID-19-congresswoman-havent-spoken.html,0
3377,"Oregon 'pedophile' faces 2,750-year jail sentence for 'raping a six-year-old girl more than a hundred times'",https://www.dailymail.co.uk/ushome/index.html/news/article-8421683/Oregon-pedophile-faces-2-750-year-jail-sentence.html,0
3378,Best friend of Lori Vallow's daughter Tylee tells how 'cult' mom was like a mother to her and would talk about the world ending saying 'let's run off a cliff and die all together',https://www.dailymail.co.uk/ushome/index.html/news/article-8422203/Best-friend-Lori-Vallows-daughter-Tylee-Ryan-tells-cult-mom-like-mother-her.html,0
3379,Step away from the filter! These VERY obvious Photoshop fails prove the lengths influencers will go to in a bid to fake a tiny waist and long legs,https://www.dailymail.co.uk/ushome/index.html/femail/article-8419223/Could-worst-Photoshop-fails-EVER.html,0
3380,US is left 'outraged' after ex-marine Paul Whelan is jailed for 16 years by a Russian court for stealing state secrets - as he holds up a sign saying 'sham trial' and 'Paul's life matters' ,https://www.dailymail.co.uk/ushome/index.html/news/article-8421471/Russia-sentences-ex-U-S-marine-Paul-Whelan-16-years-jail-espionage.html,0
3381,"More than 30 intelligent alien races could be living in our galaxy at an average distance of 17,000 light-years away, study suggests",https://www.dailymail.co.uk/ushome/index.html/sciencetech/article-8421449/More-30-intelligent-alien-races-living-galaxy.html,0
3382,Troubled 'This Is Us' writer Jas Waters killed herself in despair at 'sheltering in place with her anxiety' after battling depression for decades,https://www.dailymail.co.uk/ushome/index.html/news/article-8422297/Troubled-writer-Jas-Waters-battled-depression-20-years.html,0
3383,FDA REVOKES emergency approval for hydroxychloroquine to treat coronavirus after the malaria drug touted by Trump failed to help 75 patients in a Chinese clinical trial ,https://www.dailymail.co.uk/ushome/index.html/health/article-8423273/FDA-REVOKES-emergency-approval-hydroxychloroquine-treat-COVID-19.html,0
3384,Donald Trump claims surge in coronavirus cases is because of increase in testing and claims U.S. would have 'very few cases' if it STOPPED testing,https://www.dailymail.co.uk/ushome/index.html/news/article-8423867/Donald-Trump-claims-U-S-fewer-coronavirus-cases-stopped-testing.html,0
3385,"Coronavirus can infect the brain and replicate tiny neuronal balls known as 'mini-brains' increasing TEN-FOLD in three days, study suggests ",https://www.dailymail.co.uk/ushome/index.html/health/article-8422431/Coronavirus-levels-brain-surge-TEN-FOLD-three-days-infection-study-suggests.html,0
3386,The 3D-printed 'AirShield' device that bolts on to plane cabin ventilation nozzles and directs passenger breathe droplets downwards to prevent the spread of coronavirus,https://www.dailymail.co.uk/ushome/index.html/travel/travel_news/article-8422353/New-3D-printed-AirShield-device-plane-cabins-revealed-fight-against-coronavirus.html,0
3387,"Retired Manhattan surgeon, 69, on American Airlines flight to Los Angeles in mid-March 'infected other passengers with coronavirus - but health officials failed to tell them they were at risk'",https://www.dailymail.co.uk/ushome/index.html/news/article-8422631/Retired-Manhattan-surgeon-flight-LA-infected-passengers-coronavirus.html,0
3388,24 Hour Fitness files for bankruptcy as it permanently closes more than 130 clubs in 14 states and fires employees over phone calls ,https://www.dailymail.co.uk/ushome/index.html/news/article-8422219/24-Hour-Fitness-files-bankruptcy-permanently-closes-130-clubs-14-states.html,0
3389,Fired Florida department of health data scientist who publicly questioned accuracy of its covid numbers releases her own stats - which show thousands MORE cases as Sunshine State sees worrying spike   ,https://www.dailymail.co.uk/ushome/index.html/news/article-8420629/Fired-Florida-data-scientist-launches-COVID-19-dashboard-restaurants-forced-close-again.html,0
3390,"Revealed: Having an underlying health condition raises the risk of dying of coronavirus by 12-FOLD, new CDC data shows ",https://www.dailymail.co.uk/ushome/index.html/health/article-8423331/Having-underlying-health-condition-raises-risk-dying-coronavirus-12-FOLD.html,0
3391,"Melania called Ivanka 'the Princess' and the First Daughter called her step-mother 'the portrait' because she says so little, new book claims ",https://www.dailymail.co.uk/ushome/index.html/news/article-8422661/Melania-Trump-called-Ivanka-Princess-daughter-called-portrait.html,0
3392,Donald Trump will campaign against his first AG Jeff Sessions in his Alabama hometown with a rally next month backing Republican primary opponent,https://www.dailymail.co.uk/ushome/index.html/news/article-8422503/Donald-Trump-campaign-against-AG-Jeff-Sessions-Alabama-hometown.html,0
3393,Iran scraps state-run vasectomies and contraceptives as it attempts to boost its aging population ,https://www.dailymail.co.uk/ushome/index.html/news/article-8422521/Iran-scraps-state-run-vasectomies-contraceptives.html,0
3394,Trump's niece who is writing 'salacious' tell-all book called his election 'the worst night of my life' and a 'horrific wrong' and now proclaims 'Black Lives Matter' on social media,https://www.dailymail.co.uk/ushome/index.html/news/article-8423147/Donald-Trumps-niece-Mary-called-election-worst-night-life.html,0
3395,Republican Party officials say they expect Donald Trump to win by a LANDSLIDE saying polls showing him trailing Joe Biden are wrong because he is 'teflon',https://www.dailymail.co.uk/ushome/index.html/news/article-8422311/Republican-Party-official-say-expect-Donald-Trump-win-LANDSLIDE.html,0
3396,"Not so happy birthday, Mr President! Melania fails to publicly wish Donald a happy 74th and is not pictured with him - but she DOES find time to tweet about the Army's 245th anniversary... as he shares a photo of them both",https://www.dailymail.co.uk/ushome/index.html/news/article-8420993/Melania-Trump-fails-publicly-wish-Donald-happy-birthday-isnt-pictured-celebrating-him.html,0
3397,Dramatic moment group of Good Samaritans flip over wrecked SUV to rescue a toddler trapped inside after rollover crash,https://www.dailymail.co.uk/ushome/index.html/news/article-8422671/Good-Samaritans-flip-wrecked-car-rescue-toddler.html,0
3398,"Girl, 7, dies from 'extensive injuries' caused by boat propeller after falling overboard in Oklahoma lake where the driver 'smelled like alcohol'",https://www.dailymail.co.uk/ushome/index.html/news/article-8423109/Girl-dies-extensive-injuries-caused-boat-propeller-falling-overboard-lake.html,0
3399,Sneezing when a cat's around? New pet food claims to reduce allergens by up to 47 per cent after study shows it is their SPIT that causes the sniffles and not their fur ,https://www.dailymail.co.uk/ushome/index.html/sciencetech/article-8423047/New-pet-food-claims-reduce-allergens-study-shows-SPIT-causes-sniffles.html,0
3400,"Half of Earth's ice-free land remains unaltered by humans and can still be protected with swift conservation measures, study shows",https://www.dailymail.co.uk/ushome/index.html/sciencetech/article-8421715/Half-Earths-ice-free-land-remains-unaltered-humans.html,0
3401,Meghan Markle says she's 'so proud' of London's Grenfell community kitchen as she praises its 'inspirational' work in an audio message on third anniversary of the apartment block fire tragedy,https://www.dailymail.co.uk/ushome/index.html/femail/article-8421279/Meghan-Markle-says-shes-proud-Grenfell-community-kitchen.html,0
3402,"Grotesque models reveal how Netflix addicts could look in 20 years - with a range of health issues including bowel cancer, obesity and diabetes",https://www.dailymail.co.uk/ushome/index.html/sciencetech/article-8422939/Grotesque-model-reveals-binge-watching-Netflix-lead-health-issues-20-years.html,0
3403,SpaceX invites public to apply for Starlink beta test ahead of imminent launch of company's satellite-based internet service,https://www.dailymail.co.uk/ushome/index.html/sciencetech/article-8423275/SpaceX-invites-public-apply-Starlink-beta-test-ahead-imminent-launch.html,0
3404,"Country singer Hank Williams Jr's daughter shares heartache over sister Katherine's car crash death at 27, revealing they had attended a family funeral two days before and that her husband is awake and responding",https://www.dailymail.co.uk/ushome/index.html/news/article-8422753/Country-singer-Hank-Williams-Jrs-daughter-shares-heartache-sister-Katherines-car-crash-death.html,0
3405,iPhone 12 leak suggests Apple's next-generation handsets will have flat-edges like the latest iPad Pro and early iPhone models,https://www.dailymail.co.uk/ushome/index.html/sciencetech/article-8422019/Alleged-iPhone-12-leak-reveals-square-edges-like-iPad-Pro.html,0
3406,You've been filling ice cube trays wrong your entire life: Millions are shocked after a video reveals what the flat grooves are REALLY for,https://www.dailymail.co.uk/ushome/index.html/femail/article-8421085/TikTok-video-reveals-youve-filling-ice-cube-trays-wrong-entire-life.html,0
3407,"Sexually explicit pictures, messages and recordings belonging to hundreds of thousands of users on dating apps like SugarD and Herpes Dating were exposed online",https://www.dailymail.co.uk/ushome/index.html/sciencetech/article-8423397/Data-hundreds-thousands-users-dating-apps-like-Herpes-Dating-exposed-online.html,0
3408,Blackouts this summer could DECIMATE Big Tech companies in Silicon Valley as thousands of staffers work from home and away from large office campuses with stronger power lines ,https://www.dailymail.co.uk/ushome/index.html/news/article-8423165/Blackouts-summer-DECIMATE-Big-Tech-companies-Silicon-Valley.html,0
3409,"Mexico extradites El Chapo's lieutenant, 'The Engineer,' to the United States, where he is accused of trafficking tons of cocaine",https://www.dailymail.co.uk/ushome/index.html/news/article-8420003/Mexico-extradites-alleged-Chapo-aide-US.html,0
3410,"New 'sun clock' predicts when Earth's star will wake from its slumber, helping experts prepare for extreme space weather events that knock out power grids and satellites ",https://www.dailymail.co.uk/ushome/index.html/sciencetech/article-8422783/New-sun-clock-predicts-Earths-star-wake-slumber-increase-solar-activity.html,0
3411,Former beauty queen who suffered 85% burns in a house fire poses for powerful naked photos shortlisted for Portrait of Humanity 2020 award,https://www.dailymail.co.uk/ushome/index.html/femail/article-8421621/Former-beauty-queen-suffered-85-cent-burns-poses-naked-portrait.html,0
